Pavard?     Vardas        ND1  ND2  ND3  ND4  ND5   Egzaminas
Vardas5108  Pavarde5108     1    1    4    8    2           3
Vardas5109  Pavarde5109     3    9    7   10    6           4
Vardas5110  Pavarde5110     1    4    0    2   10           0
Vardas5111  Pavarde5111     1    4    6    2   10           2
Vardas5112  Pavarde5112     4    0   10    1   10           3
Vardas5113  Pavarde5113     8    4    0    9    3           5
Vardas5114  Pavarde5114     3    1    2    8    7           8
Vardas5115  Pavarde5115     5    4    6    8    8           4
Vardas5116  Pavarde5116    10    5    9   10    2           4
Vardas5117  Pavarde5117     4    6    9    0    4           7
Vardas5118  Pavarde5118     9    0    9    8    5           7
Vardas5119  Pavarde5119     4    1    3    5    3          10
Vardas5120  Pavarde5120     1    2    4    3    8           7
Vardas5121  Pavarde5121     2    4    8   10    4          10
Vardas5122  Pavarde5122     1    6   10    5    7           4
Vardas5123  Pavarde5123     1    3    8    7    2           1
Vardas5124  Pavarde5124     3    3    3    0    8           4
Vardas5125  Pavarde5125     8    7    8    5    6           9
Vardas5126  Pavarde5126    10   10    6    2    9           4
Vardas5127  Pavarde5127     9    5    8    9    2           8
Vardas5128  Pavarde5128     8    0    2    7    1           1
Vardas5129  Pavarde5129     4    8    5    4    8          10
Vardas5130  Pavarde5130     8   10    7    9    4           0
Vardas5131  Pavarde5131     2    2    5    5    9           0
Vardas5132  Pavarde5132     7    5    6    3   10           0
Vardas5133  Pavarde5133     2   10    1    1    5           4
Vardas5134  Pavarde5134     4    8    5    8    6           3
Vardas5135  Pavarde5135    10    8    6    5    6           4
Vardas5136  Pavarde5136     3    0    6    4    0           5
Vardas5137  Pavarde5137     2    0    4    8   10           5
Vardas5138  Pavarde5138     9    2    6   10    9           9
Vardas5139  Pavarde5139     4   10    0    4    7           7
Vardas5140  Pavarde5140     4    2    9    6    1           2
Vardas5141  Pavarde5141     6    7    2    2    8           6
Vardas5142  Pavarde5142     8    6    4    1    4           6
Vardas5143  Pavarde5143     7   10    2   10    4           7
Vardas5144  Pavarde5144     1    5    0    2    9           5
Vardas5145  Pavarde5145     2    3   10    3    3           8
Vardas5146  Pavarde5146     0    5    1    3    5           1
Vardas5147  Pavarde5147     7    3    7    9    0           3
Vardas5148  Pavarde5148     8   10    5    1    3          10
Vardas5149  Pavarde5149     9    3    3   10    6           1
Vardas5150  Pavarde5150     2    5    0   10    8           1
Vardas5151  Pavarde5151     8    8   10   10    5           9
Vardas5152  Pavarde5152     2    9    6    0    0           0
Vardas5153  Pavarde5153     3    1    9    9   10           8
Vardas5154  Pavarde5154     3    7    6    3    0           9
Vardas5155  Pavarde5155     1    8    1    9    0           2
Vardas5156  Pavarde5156     9   10    8   10    7           2
Vardas5157  Pavarde5157     1    6    7    4    3           0
Vardas5158  Pavarde5158     8    8    9    2    5           1
Vardas5159  Pavarde5159     0    6    9    8    4           9
Vardas5160  Pavarde5160     1   10    5    0    1           4
Vardas5161  Pavarde5161     1    3    8    2    9           9
Vardas5162  Pavarde5162    10    4    2    5    1          10
Vardas5163  Pavarde5163     2    2    9    1    5           6
Vardas5164  Pavarde5164    10    5    6    4    4           7
Vardas5165  Pavarde5165     7    2    6    9    0          10
Vardas5166  Pavarde5166     2   10    1    2    2           1
Vardas5167  Pavarde5167    10    6    6    9    9           3
Vardas5168  Pavarde5168     9   10    6    9    6          10
Vardas5169  Pavarde5169     7    1    5    4    4           4
Vardas5170  Pavarde5170     0    5    3    4    4           1
Vardas5171  Pavarde5171     4    7    2    3    3           6
Vardas5172  Pavarde5172     2    1    0    4    3           5
Vardas5173  Pavarde5173     4    0    5    9    7           4
Vardas5174  Pavarde5174     5    1   10    1    0           7
Vardas5175  Pavarde5175     4    7    2    0    5           2
Vardas5176  Pavarde5176     8    6    9    7    5           0
Vardas5177  Pavarde5177    10    4    8    4    6           9
Vardas5178  Pavarde5178     6    2    5    0    9           4
Vardas5179  Pavarde5179     3    6    0    9    9           7
Vardas5180  Pavarde5180     1    9   10   10    1           5
Vardas5181  Pavarde5181     9    4    7    7    8           9
Vardas5182  Pavarde5182     2    9    7    6   10           3
Vardas5183  Pavarde5183     5    1    6    3    1           5
Vardas5184  Pavarde5184     5    5    6    8   10           8
Vardas5185  Pavarde5185     7    9    7    8   10           1
Vardas5186  Pavarde5186     5    1    7    0    9           0
Vardas5187  Pavarde5187     7    9    6    9    8           6
Vardas5188  Pavarde5188     8    5    6   10    6           1
Vardas5189  Pavarde5189    10    3    0    0    6           6
Vardas5190  Pavarde5190     8   10    9    9   10           7
Vardas5191  Pavarde5191     6    0    2    0    0           8
Vardas5192  Pavarde5192    10    9    7    0    0           0
Vardas5193  Pavarde5193    10    4    2    0    0          10
Vardas5194  Pavarde5194     8    6    8    4    8           6
Vardas5195  Pavarde5195     6    6    8    1    8           9
Vardas5196  Pavarde5196     5    1   10    4    7           1
Vardas5197  Pavarde5197     6    1    5    6    4           9
Vardas5198  Pavarde5198     6    9    3    8    5          10
Vardas5199  Pavarde5199     1    0    8    2    2           8
Vardas5200  Pavarde5200     2    1    4    7    4           2
Vardas5201  Pavarde5201     4    5    0    7    5           8
Vardas5202  Pavarde5202     8    0    4   10    8           4
Vardas5203  Pavarde5203     5    9    6    1    4           2
Vardas5204  Pavarde5204     1    3    1    4   10           0
Vardas5205  Pavarde5205     8    3    3    7    6           9
Vardas5206  Pavarde5206     6    9    6    8    0           4
Vardas5207  Pavarde5207     1    5    4    1    4           2
Vardas5208  Pavarde5208     1    5   10    2    3           6
Vardas5209  Pavarde5209     5    2    7    0    1           4
Vardas5210  Pavarde5210     8    7    7    0    3          10
Vardas5211  Pavarde5211     7    1   10    9    7           8
Vardas5212  Pavarde5212     5    1   10    9    5           5
Vardas5213  Pavarde5213     9    4    5    8    8           1
Vardas5214  Pavarde5214     5    3    4    6    6          10
Vardas5215  Pavarde5215     7    2    2    6    6           5
Vardas5216  Pavarde5216     3    1    8    4    5           5
Vardas5217  Pavarde5217     4    3    7    9    2           6
Vardas5218  Pavarde5218    10    1    2    0    4           1
Vardas5219  Pavarde5219     5    2    7    2    2           7
Vardas5220  Pavarde5220     0    6    9    4   10           7
Vardas5221  Pavarde5221     2    8    5   10    7           5
Vardas5222  Pavarde5222     3    0    5    6    9          10
Vardas5223  Pavarde5223     0    2    4    2    7           1
Vardas5224  Pavarde5224     2    7    1    2    4           0
Vardas5225  Pavarde5225     5    9    2    6    3           6
Vardas5226  Pavarde5226    10    8    3   10    9           5
Vardas5227  Pavarde5227     9    2    5    7    0           2
Vardas5228  Pavarde5228     0    0    2    0    4           6
Vardas5229  Pavarde5229     2    3    6    3    4           9
Vardas5230  Pavarde5230     0    9   10    8    7           3
Vardas5231  Pavarde5231     0    5   10    3    3           1
Vardas5232  Pavarde5232     4    3    3    1    5           2
Vardas5233  Pavarde5233     6    8    7    7    3          10
Vardas5234  Pavarde5234     8    4    9    7    3           6
Vardas5235  Pavarde5235     6    2   10    2    5          10
Vardas5236  Pavarde5236     8   10    2    0    5           5
Vardas5237  Pavarde5237     3    7    4    4    6           7
Vardas5238  Pavarde5238     7    4   10    9    3           3
Vardas5239  Pavarde5239     1   10    3    3    8           4
Vardas5240  Pavarde5240     5    8    9    0    9           8
Vardas5241  Pavarde5241     4    8    6    1    7          10
Vardas5242  Pavarde5242     7    6   10    2    7           0
Vardas5243  Pavarde5243     3    0    2   10    4           7
Vardas5244  Pavarde5244     3    6    7   10   10           5
Vardas5245  Pavarde5245     4    3    3    3    2           6
Vardas5246  Pavarde5246     6    2    1    1   10           6
Vardas5247  Pavarde5247     2    6    7    6    4           6
Vardas5248  Pavarde5248     7    2    8   10    8           6
Vardas5249  Pavarde5249     6    4    9    7    4           9
Vardas5250  Pavarde5250     6    2    7    8    3           0
Vardas5251  Pavarde5251     7    4    6    5   10           9
Vardas5252  Pavarde5252     7    1    2    4    3           5
Vardas5253  Pavarde5253     5    4    0   10    9           4
Vardas5254  Pavarde5254     4    5    8    1    3           9
Vardas5255  Pavarde5255     2    9    2    7    2          10
Vardas5256  Pavarde5256     9    3    1    4    2           5
Vardas5257  Pavarde5257     4    0    1    8   10           2
Vardas5258  Pavarde5258     7   10    1    8    4           3
Vardas5259  Pavarde5259    10    6    9    0    3           4
Vardas5260  Pavarde5260     9    5   10    3    2           6
Vardas5261  Pavarde5261     6    0    6    5    9           6
Vardas5262  Pavarde5262     9    2    0   10    7           0
Vardas5263  Pavarde5263     7    8   10    2   10           4
Vardas5264  Pavarde5264     7    4    9    8    5           0
Vardas5265  Pavarde5265     1    0    8    6    5           9
Vardas5266  Pavarde5266     3    6    5    5    5           2
Vardas5267  Pavarde5267     7    0    8    1    3           4
Vardas5268  Pavarde5268     8    7    2    9   10           5
Vardas5269  Pavarde5269     7    3    1    7    3           5
Vardas5270  Pavarde5270     9    1    5    4    0           7
Vardas5271  Pavarde5271     4    3    9    3    9           8
Vardas5272  Pavarde5272     0    2    8   10    4           5
Vardas5273  Pavarde5273    10    9    2    4    0           5
Vardas5274  Pavarde5274     5    0    3    2    7           8
Vardas5275  Pavarde5275     8    2    5    5    5           8
Vardas5276  Pavarde5276     2    9    9   10    9           6
Vardas5277  Pavarde5277     0   10    6    6   10           0
Vardas5278  Pavarde5278     9    2    6    3    8           5
Vardas5279  Pavarde5279    10    7    2    3    2           2
Vardas5280  Pavarde5280     4    6    0    9    2           5
Vardas5281  Pavarde5281     4    9    1    1    3           3
Vardas5282  Pavarde5282     6    3    2    1    0           5
Vardas5283  Pavarde5283     9    1    5    4    7          10
Vardas5284  Pavarde5284     6    4    6    2    4          10
Vardas5285  Pavarde5285     9    2    0    0    0           0
Vardas5286  Pavarde5286     3    8    4    7    4           0
Vardas5287  Pavarde5287     4    5    7    1    9           8
Vardas5288  Pavarde5288     7   10    5    6    4           2
Vardas5289  Pavarde5289     4    1    0    2    8           1
Vardas5290  Pavarde5290     0   10    3    1   10          10
Vardas5291  Pavarde5291     1    2    4    1    4           4
Vardas5292  Pavarde5292     0    0    6    3    0           5
Vardas5293  Pavarde5293     3   10    7    9    7          10
Vardas5294  Pavarde5294     7    9    0    3    9           2
Vardas5295  Pavarde5295     6    9    2    5    3           0
Vardas5296  Pavarde5296     7    5    1    2    6           8
Vardas5297  Pavarde5297     3    4   10    1    0           3
Vardas5298  Pavarde5298     7    9    7    7    2           6
Vardas5299  Pavarde5299     3    1    6    2    5           1
Vardas5300  Pavarde5300     8    9    6    1   10           4
Vardas5301  Pavarde5301     9    8    3    0    1           1
Vardas5302  Pavarde5302     0    4    1    8    1           1
Vardas5303  Pavarde5303     7    1    5    3    5           1
Vardas5304  Pavarde5304    10    1    1    4    5           0
Vardas5305  Pavarde5305     6    4    1    3    5           1
Vardas5306  Pavarde5306    10    2    2    9    2           4
Vardas5307  Pavarde5307     5    9    4    9    1          10
Vardas5308  Pavarde5308     1    2    2    3    4           6
Vardas5309  Pavarde5309     8    6    0    2    9           3
Vardas5310  Pavarde5310     1    2    0   10    3           0
Vardas5311  Pavarde5311     0    2    4    4    5          10
Vardas5312  Pavarde5312     7    2    6    6    1           8
Vardas5313  Pavarde5313     7    9    2    0    9           0
Vardas5314  Pavarde5314     8    4    6    5    7           2
Vardas5315  Pavarde5315     4    1    9    5    6           9
Vardas5316  Pavarde5316     7    7    8    6    3          10
Vardas5317  Pavarde5317     9    4    0    0    2           2
Vardas5318  Pavarde5318    10    8    0    7    9           5
Vardas5319  Pavarde5319     7    8    5    4    9           8
Vardas5320  Pavarde5320     7   10    1    7    4           3
Vardas5321  Pavarde5321     6    2    3    9    0           1
Vardas5322  Pavarde5322     7    0    9    7    8           4
Vardas5323  Pavarde5323     3    6    1    8   10           9
Vardas5324  Pavarde5324     6    2    6    2    7           8
Vardas5325  Pavarde5325    10    7    8    2    8           2
Vardas5326  Pavarde5326     6   10    3    7    0           9
Vardas5327  Pavarde5327     3    9    6    5    5           8
Vardas5328  Pavarde5328     9   10    5    8    0           2
Vardas5329  Pavarde5329     5   10    0    8    5           1
Vardas5330  Pavarde5330     6    6    8    4    8           1
Vardas5331  Pavarde5331    10    9    8    3    0           4
Vardas5332  Pavarde5332    10    8    3    8    7           7
Vardas5333  Pavarde5333     5    3    5    8    7           9
Vardas5334  Pavarde5334     1    5    0    8   10           7
Vardas5335  Pavarde5335     5    4    8    9    5           3
Vardas5336  Pavarde5336     6    6    5    8    9          10
Vardas5337  Pavarde5337     1    3    6    2    2           4
Vardas5338  Pavarde5338     3    1    8    5    7           8
Vardas5339  Pavarde5339     8    4   10    6    0           1
Vardas5340  Pavarde5340     7    5   10    4    8           1
Vardas5341  Pavarde5341     4   10    1    4    2           1
Vardas5342  Pavarde5342     2    5    3    5    3           6
Vardas5343  Pavarde5343     6    5    5    9    3           6
Vardas5344  Pavarde5344     2    6    5    5    5           2
Vardas5345  Pavarde5345     6    0    2    9    8           9
Vardas5346  Pavarde5346     1    6    1    7    8           7
Vardas5347  Pavarde5347     8    7    2   10    1           0
Vardas5348  Pavarde5348     9    3    1    6    9           3
Vardas5349  Pavarde5349     0    5   10    5    6          10
Vardas5350  Pavarde5350     7    7    1    4    1           6
Vardas5351  Pavarde5351     0    4    0    7    3           6
Vardas5352  Pavarde5352     5    6    7    7    3           9
Vardas5353  Pavarde5353     9    8    4    4    9           6
Vardas5354  Pavarde5354     4    2    6    9    2           2
Vardas5355  Pavarde5355     3    3    8    4    5           5
Vardas5356  Pavarde5356     2   10    1    2   10           2
Vardas5357  Pavarde5357     2    1    3    2    2           0
Vardas5358  Pavarde5358     0    6    3    5    9           0
Vardas5359  Pavarde5359     4    7    3   10    3           6
Vardas5360  Pavarde5360     2    7    4    7    4           6
Vardas5361  Pavarde5361     4    2    3   10    1           7
Vardas5362  Pavarde5362     3    4    6    4    6          10
Vardas5363  Pavarde5363     6    5    0    0    1           4
Vardas5364  Pavarde5364     8    2   10    3    4           9
Vardas5365  Pavarde5365     7    9    0    7    5           5
Vardas5366  Pavarde5366     6    7    7    5   10           5
Vardas5367  Pavarde5367     7    7    8    9    0           9
Vardas5368  Pavarde5368     2    5    5    5    0          10
Vardas5369  Pavarde5369     2    5    8   10    0           9
Vardas5370  Pavarde5370     3    8    2    3    9           1
Vardas5371  Pavarde5371     1    7    4    4    5           4
Vardas5372  Pavarde5372     2    8    3   10    2           3
Vardas5373  Pavarde5373     2    5    4    4    9           6
Vardas5374  Pavarde5374     2    6    4    1    6           5
Vardas5375  Pavarde5375     2    1    3   10    3           8
Vardas5376  Pavarde5376     5    7    8    2    2           1
Vardas5377  Pavarde5377     9    5    9    0    5           8
Vardas5378  Pavarde5378     2    7    2    2    0           9
Vardas5379  Pavarde5379     1    5    0    4    0           6
Vardas5380  Pavarde5380     3    5    2    3    5           0
Vardas5381  Pavarde5381     5    7    5    7    3           5
Vardas5382  Pavarde5382     1    8   10    4    3           2
Vardas5383  Pavarde5383     5    8   10    9    9           8
Vardas5384  Pavarde5384     5    9    0    9    5           6
Vardas5385  Pavarde5385     7    0    2    4    8           2
Vardas5386  Pavarde5386     8    9    6    2    9           8
Vardas5387  Pavarde5387    10    1    5    8    2           9
Vardas5388  Pavarde5388     4    3    4    1    3           9
Vardas5389  Pavarde5389     5    7    6    8    1           6
Vardas5390  Pavarde5390     5    5    9    2    3           8
Vardas5391  Pavarde5391     2    9    5    6    1           0
Vardas5392  Pavarde5392     3    8    9    5    0           7
Vardas5393  Pavarde5393     9    4    1    4    5           2
Vardas5394  Pavarde5394     8    9    5    3    1           4
Vardas5395  Pavarde5395     0    8    0    3    8           1
Vardas5396  Pavarde5396     5    9    2    9    7           8
Vardas5397  Pavarde5397     1    2    5    1    6           7
Vardas5398  Pavarde5398     1    2    6    7    4           4
Vardas5399  Pavarde5399     7    8    9    7    4           4
Vardas5400  Pavarde5400     0    9    2    7    7           2
Vardas5401  Pavarde5401     9   10    4    8    8           7
Vardas5402  Pavarde5402    10    9    3    5    1           0
Vardas5403  Pavarde5403    10    6    5    7    0           6
Vardas5404  Pavarde5404     3    2    7    5    0           4
Vardas5405  Pavarde5405     9   10    0    7    2          10
Vardas5406  Pavarde5406    10    8    0    2    3           5
Vardas5407  Pavarde5407     5   10    1    7    2           3
Vardas5408  Pavarde5408     0    1    3    3    1           0
Vardas5409  Pavarde5409     5    9    9    9    1           1
Vardas5410  Pavarde5410     5   10    0    5    6           3
Vardas5411  Pavarde5411     2    4    3    1   10           6
Vardas5412  Pavarde5412    10    6    1    4    7           0
Vardas5413  Pavarde5413     8    4    1    3    5           6
Vardas5414  Pavarde5414     4    6    3    9    4           9
Vardas5415  Pavarde5415     4    5    5    4    9           6
Vardas5416  Pavarde5416     7    2    0    9    0          10
Vardas5417  Pavarde5417     2    2    6    4    7           1
Vardas5418  Pavarde5418    10    5    4    1    5           3
Vardas5419  Pavarde5419     9    9    4    4    4          10
Vardas5420  Pavarde5420     1    2    1    0    9           1
Vardas5421  Pavarde5421     6    8    9    6    8           7
Vardas5422  Pavarde5422     4    8    9    4    9           4
Vardas5423  Pavarde5423    10    5    8    0    3           9
Vardas5424  Pavarde5424     7    5    8    0    0           6
Vardas5425  Pavarde5425     2    0    2   10    3           8
Vardas5426  Pavarde5426     0    2    6    1    9           3
Vardas5427  Pavarde5427    10    4    1    8    2           6
Vardas5428  Pavarde5428     7   10    4    4    2           4
Vardas5429  Pavarde5429     7    8    4    7   10           2
Vardas5430  Pavarde5430    10    1    1    7    3           7
Vardas5431  Pavarde5431     4    4   10    0    2           2
Vardas5432  Pavarde5432     2    3    6    9    6           8
Vardas5433  Pavarde5433     9    8    6    1    9           0
Vardas5434  Pavarde5434     2    9    2    0    6           3
Vardas5435  Pavarde5435     3    7    2    5    7           1
Vardas5436  Pavarde5436     4    5    6    6    8           0
Vardas5437  Pavarde5437     3    3    6    8    2           3
Vardas5438  Pavarde5438     6   10    4   10    0           8
Vardas5439  Pavarde5439     6    7    4    3   10           2
Vardas5440  Pavarde5440     5    4    7    1    4           1
Vardas5441  Pavarde5441     1   10    9    5    8          10
Vardas5442  Pavarde5442    10    8    4    0    5           0
Vardas5443  Pavarde5443     6    4    7    6    8           0
Vardas5444  Pavarde5444     3    8    7   10    5           0
Vardas5445  Pavarde5445    10    3    2   10    9           1
Vardas5446  Pavarde5446     0    4    6    5    3           2
Vardas5447  Pavarde5447     3    0    8    0    6           4
Vardas5448  Pavarde5448     3    0    7    0   10           3
Vardas5449  Pavarde5449     6    5    9    7    6           2
Vardas5450  Pavarde5450     7    4    5    9    1          10
Vardas5451  Pavarde5451     1    2    8    3    7           7
Vardas5452  Pavarde5452     3    9    0    3   10           4
Vardas5453  Pavarde5453     4    6    9    0    5          10
Vardas5454  Pavarde5454     0    2   10    4    7           9
Vardas5455  Pavarde5455     2    6    6    7    9           1
Vardas5456  Pavarde5456     3    6    6    3    1           6
Vardas5457  Pavarde5457     6    7    8    3    9           4
Vardas5458  Pavarde5458     2   10    9    8    3           6
Vardas5459  Pavarde5459     7    5    7    8    4           2
Vardas5460  Pavarde5460     5    0    9    2    1           6
Vardas5461  Pavarde5461     9   10    4    1    5           3
Vardas5462  Pavarde5462     5    3    8    5    1           1
Vardas5463  Pavarde5463     5   10    9    3    9           7
Vardas5464  Pavarde5464     1    5    3    4    5           3
Vardas5465  Pavarde5465     9    5    5   10    3           7
Vardas5466  Pavarde5466     7   10    7   10   10           5
Vardas5467  Pavarde5467     0    6    9    4    8           1
Vardas5468  Pavarde5468     6    3    5    0    6           5
Vardas5469  Pavarde5469     0    0    5    1    9           0
Vardas5470  Pavarde5470     4    6   10    9    3           1
Vardas5471  Pavarde5471     5    5    6   10   10           8
Vardas5472  Pavarde5472     5    9    5    9    0           2
Vardas5473  Pavarde5473    10    9    9    9    2           8
Vardas5474  Pavarde5474     2    5   10    3    4           4
Vardas5475  Pavarde5475     9    6    9    7    4           3
Vardas5476  Pavarde5476     0    8    2    0    8           5
Vardas5477  Pavarde5477     5    8    5    9    3           0
Vardas5478  Pavarde5478     6   10    4    7    7           1
Vardas5479  Pavarde5479     4    0    6    0    3           1
Vardas5480  Pavarde5480     5    2    8    4   10           2
Vardas5481  Pavarde5481     1    3    6    3    7           0
Vardas5482  Pavarde5482     8    2    7    7   10           9
Vardas5483  Pavarde5483     3    1    3    0    7           0
Vardas5484  Pavarde5484     4    6    6    1    9           3
Vardas5485  Pavarde5485     9    8    9    8    7           6
Vardas5486  Pavarde5486     1    3    4    1    4           3
Vardas5487  Pavarde5487     2    6    8   10    6           1
Vardas5488  Pavarde5488     4    7    8    6    2           4
Vardas5489  Pavarde5489     9    3    3    5   10           4
Vardas5490  Pavarde5490     4    9    5    4    1           8
Vardas5491  Pavarde5491     2    3    3    8    2          10
Vardas5492  Pavarde5492     0    5    8    6    8           3
Vardas5493  Pavarde5493    10    7    2    6    1           1
Vardas5494  Pavarde5494     0    9    4    7    5          10
Vardas5495  Pavarde5495     4    6    9    1    5           7
Vardas5496  Pavarde5496     4    3    0    7    2           6
Vardas5497  Pavarde5497     9    5    0   10    0           9
Vardas5498  Pavarde5498     3    7    9   10   10          10
Vardas5499  Pavarde5499     0   10    3    2    6           6
Vardas5500  Pavarde5500     5   10    4    5    3           1
Vardas5501  Pavarde5501     2    6    7    6    2           7
Vardas5502  Pavarde5502     7    0   10    7    4           8
Vardas5503  Pavarde5503     1    7    5    6    1           1
Vardas5504  Pavarde5504     5    0    3    2    7           2
Vardas5505  Pavarde5505     9    8    8    9    2           6
Vardas5506  Pavarde5506     9    2    8    5    9           4
Vardas5507  Pavarde5507     4    7    1    1    6           1
Vardas5508  Pavarde5508     6    4    3    2    2           6
Vardas5509  Pavarde5509     6    9    5    5    8           3
Vardas5510  Pavarde5510     4    7   10    1    0           6
Vardas5511  Pavarde5511     4    7    2    8    9           2
Vardas5512  Pavarde5512     0    8    7    8    1           8
Vardas5513  Pavarde5513     9    8    7    7    8           2
Vardas5514  Pavarde5514     1    6    1    9    4           4
Vardas5515  Pavarde5515     2    5    2    0    7           5
Vardas5516  Pavarde5516     8    1   10    7    8           8
Vardas5517  Pavarde5517     1   10    5    3    1           4
Vardas5518  Pavarde5518     8    1    8    8    1          10
Vardas5519  Pavarde5519     5    2    1   10    5           1
Vardas5520  Pavarde5520     0    4   10    3    7           5
Vardas5521  Pavarde5521     8    3    9    3    5          10
Vardas5522  Pavarde5522     1    5    4    8    0           3
Vardas5523  Pavarde5523    10    2    1    2    3          10
Vardas5524  Pavarde5524     8    0    0    8    4           5
Vardas5525  Pavarde5525     3    8    6    1    4           4
Vardas5526  Pavarde5526     1    7    5    6    4           8
Vardas5527  Pavarde5527     9    9    1    4    8           4
Vardas5528  Pavarde5528     8    2    4    6    3           7
Vardas5529  Pavarde5529     5    8    3    4    7           8
Vardas5530  Pavarde5530     4    6    8    6    4           0
Vardas5531  Pavarde5531     9    6   10    7    0          10
Vardas5532  Pavarde5532     1    7    0    2    8           1
Vardas5533  Pavarde5533     2    2    2   10    7           6
Vardas5534  Pavarde5534     2    3    9    9    3           8
Vardas5535  Pavarde5535     5    9    6    5    3           8
Vardas5536  Pavarde5536     1    1    5    3    2           0
Vardas5537  Pavarde5537     0    2    6    3    4           3
Vardas5538  Pavarde5538     4    1    5    8    8           7
Vardas5539  Pavarde5539     3    1    0    0    8           7
Vardas5540  Pavarde5540     7    0    2    7   10           7
Vardas5541  Pavarde5541     1    7    3    4    0           8
Vardas5542  Pavarde5542     7   10    2    9    9           6
Vardas5543  Pavarde5543    10    7    8    8    1           6
Vardas5544  Pavarde5544    10    6    8    2    4           2
Vardas5545  Pavarde5545     7    4    7    4    9           1
Vardas5546  Pavarde5546     9    1    3    4   10           5
Vardas5547  Pavarde5547     8    8    8    1    3           9
Vardas5548  Pavarde5548     9    3    9    0    9           4
Vardas5549  Pavarde5549    10    4   10    1    0           7
Vardas5550  Pavarde5550     3    5    6    8   10          10
Vardas5551  Pavarde5551     4    9    1    0    1           2
Vardas5552  Pavarde5552    10    6    7    5    0           0
Vardas5553  Pavarde5553     4    5    9    4    5           3
Vardas5554  Pavarde5554     4    0    3    4    3           5
Vardas5555  Pavarde5555     0    8    9    7    5           3
Vardas5556  Pavarde5556     8    9   10    4    2           6
Vardas5557  Pavarde5557     1   10    6    5    3           0
Vardas5558  Pavarde5558     7    0    4    6    2           6
Vardas5559  Pavarde5559     4    1    7    2    3           4
Vardas5560  Pavarde5560     1    4    9    3    5           8
Vardas5561  Pavarde5561     1    5    9    3    8           6
Vardas5562  Pavarde5562     3    2    1    9   10           1
Vardas5563  Pavarde5563     0    0    1   10    6           7
Vardas5564  Pavarde5564     9    8    0    8    4           9
Vardas5565  Pavarde5565     2    2    3    6    9           7
Vardas5566  Pavarde5566     6   10    7    9    2           4
Vardas5567  Pavarde5567     5    7    7    1    5          10
Vardas5568  Pavarde5568     3   10    2    9    4           5
Vardas5569  Pavarde5569     1    2    9   10    9           0
Vardas5570  Pavarde5570     0    6    3    7   10           8
Vardas5571  Pavarde5571     8   10    6    2   10           3
Vardas5572  Pavarde5572    10   10    3    0    3           9
Vardas5573  Pavarde5573     8    0    6   10    7           4
Vardas5574  Pavarde5574     1    6    3   10    1           6
Vardas5575  Pavarde5575     7    7    6    7    6           3
Vardas5576  Pavarde5576     6    8    3    5    8           3
Vardas5577  Pavarde5577     9    3    8   10    3           4
Vardas5578  Pavarde5578    10    4    4    9    7           5
Vardas5579  Pavarde5579     1    7    9    1    5           4
Vardas5580  Pavarde5580     9    9    9    3    9           2
Vardas5581  Pavarde5581     9    0    6    6    7           3
Vardas5582  Pavarde5582     9    6    4    8    1           5
Vardas5583  Pavarde5583     4    4    9    9    8           5
Vardas5584  Pavarde5584     2    4    9    7    8           8
Vardas5585  Pavarde5585     3    7    5    4    5           4
Vardas5586  Pavarde5586    10    6    5    5    1           1
Vardas5587  Pavarde5587     4    1    4    7    1           4
Vardas5588  Pavarde5588     3    5    2    3    6           3
Vardas5589  Pavarde5589     1    0    0    8    5          10
Vardas5590  Pavarde5590     3    5   10    7    1           6
Vardas5591  Pavarde5591     4    0    6    6    0           2
Vardas5592  Pavarde5592     7    1    6    1    7           8
Vardas5593  Pavarde5593     6    1    1    4    5           5
Vardas5594  Pavarde5594     0    6    1    9    8           3
Vardas5595  Pavarde5595     4    8    2    8    1          10
Vardas5596  Pavarde5596     3    4   10    3    7           6
Vardas5597  Pavarde5597     1    3    2    8    5           2
Vardas5598  Pavarde5598     1    5    5    1   10           9
Vardas5599  Pavarde5599     8    9    2    8    4           2
Vardas5600  Pavarde5600     3    3    2    4   10           7
Vardas5601  Pavarde5601     3    4    0    3    5           9
Vardas5602  Pavarde5602     2    7    3    1    5          10
Vardas5603  Pavarde5603     7    3    2    7   10           2
Vardas5604  Pavarde5604     1    6    3    4    8          10
Vardas5605  Pavarde5605     8    6    0    6   10           7
Vardas5606  Pavarde5606     0    4    2    8   10           0
Vardas5607  Pavarde5607     2    2    2    9    5           3
Vardas5608  Pavarde5608     4    7   10    8    6           3
Vardas5609  Pavarde5609     8    5    5    8    4          10
Vardas5610  Pavarde5610    10    9    3    0    5           0
Vardas5611  Pavarde5611     9    6    3    4    5           7
Vardas5612  Pavarde5612    10    0    2    4    7           4
Vardas5613  Pavarde5613     4    6    0    3    8           2
Vardas5614  Pavarde5614     2    9    9    2    5           3
Vardas5615  Pavarde5615     1    7    9   10    7           8
Vardas5616  Pavarde5616     3    6    0    6    4           3
Vardas5617  Pavarde5617     4    5   10    5    0           0
Vardas5618  Pavarde5618     3    5   10    7    1           3
Vardas5619  Pavarde5619     3    3    9    2    6           1
Vardas5620  Pavarde5620     9    4   10    9    7          10
Vardas5621  Pavarde5621     7    0    0    5    2           8
Vardas5622  Pavarde5622     2    9    7   10    6           9
Vardas5623  Pavarde5623     4    1   10    4    4           8
Vardas5624  Pavarde5624     1    6    2    1    3          10
